kabupaten,tahun,Pelayanan_Umum,Ketertiban_aman,Ekonomi,Lingk_hidup,Perum_Fasum,Kesehatan,Pariwisata,Pendidikan,Perlindungan_Sosial,Total,A_Pertanian_KP,B_Pertambangan,C_Industri_Pengolahan,D_Pengadaan_LG,E_Pengadaan_Air_dll,F_Konstruksi,G_Perdagangan_Besar_dll,H_Transportasi,I_Penyediaan_AkMamin,J_Infokom,K_Jasa_Keuangan,L_Real_Estate,M_N_Jasa_Perusahaan,O_Administrasi_Pem,P_Jasa_Pendidikan,Q_Jasa_KesSos,R_S_T_U_Jasa_Lain,PDRB,ipm,miskin,pertumbuhan,gini,unemploy,pop_ribujiwa,pdrb_perkap,pct_formal,pend_miskin
Pangkep,2016,109.3866242,224.3810162,7.583587461,18.82059655,7.397589614,215.592606,436.6320968,26.67330413,342.2647968,1388.732218,2174.81,1199.4,7741.44,9.78,4.92,638.14,782.1,459.74,58.22,244.24,134.81,219.63,0.8,420,223.78,161.12,4.37,14477.29,66.86,16.22,8.31,0.42,7.01,326.48,62.92,44.05,52.86
Pangkep,2017,298.1661169,6.64526618,68.4073232,210.7996471,8.899261582,286.5373691,7.699229449,420.4575335,31.20351136,1338.815258,2350.19,1297.27,8132.34,10.36,5.3,695.61,862.72,514.59,65.16,260.85,136.16,238.01,0.86,440.63,243.18,175.5,4.78,15433.5,67.25,16.22,6.6,0.37,7.05,329.27,67.6,44.06,53.38
Pangkep,2018,373.2750115,7.597886838,69.03439509,25.96124548,198.8397168,258.2065461,10.13374864,414.4899935,35.80620512,1393.344749,2584.26,1439.25,8144,10.69,5.87,769.83,976.09,548.05,75.35,295.77,134.85,253.1,0.97,465.63,267.92,191.77,5.51,16168.91,67.71,15.1,4.77,0.32,6.91,331.98,71.98,42.62,50.12
Pangkep,2019,389.3224165,8.007493141,71.53428262,18.04736352,139.3037149,287.4863794,8.807066637,429.6592317,27.13102808,1379.298977,2833.96,1602.2,8410.85,10.8,6.04,832.62,1068.95,620.14,81.64,330.12,137.53,268.22,1.07,498.27,287.98,208.76,6.03,17205.17,68.29,14.06,6.41,0.33,4.99,334.6,77.68,45.87,47.07
Pangkep,2020,468.6667523,8.449764743,47.22101262,15.93106915,115.5062089,288.5020046,5.899454862,388.7224751,17.03696121,1355.935703,2860.37,1610.08,8074.9,10.39,6.5,856.09,1045.84,535.41,74.53,369.17,141.64,279.1,0.99,497.29,315.98,231.43,5.51,16915.23,68.72,13.96,-1.69,0.35,5.18,345.77,74.38,41.9,47.12
Pangkep,2022,410.2562819,21.39595065,158.7881154,13.2631292,57.21958805,308.7585537,8.114906131,418.0466891,5.134497343,1400.977711,3361.15,1833.24,8106.59,16.5,7.37,999.27,1243.61,671.94,96.35,430.34,150.11,309.26,1.23,507.57,345.65,276.8,6.62,18363.59,69.79,13.92,4.93,0.33,5.23,352.06,86.58,42.81,47.53
Pangkep,2023,433.2090162,18.24428769,214.6539703,36.47874731,46.86155328,293.1212944,6.373639238,457.1600586,4.52476533,1510.627332,3148.4,1921.93,8941.28,16.63,7.37,1021.39,1296.74,709.25,96.42,443.56,139.45,316.91,1.33,523.7,358.17,286.95,7.22,19236.71,70.59,13.4,4.75,0.35,5.05,355.61,91.86,46.71,46.06
Pangkep,2024,463.4220096,0,0,0,0,320.9076545,5.29727438,489.5942042,0,1257.652056,3437.32,1989.51,9291.73,16.76,7.61,1049.82,1376.6,736.31,102.38,456.86,139.86,342.29,1.46,551.04,382.5,307.65,7.9,20197.59,71.22,12.41,5,0.32,3.99,359.16,96.36,45.62,42.94
Pangkep,2025,477.0106927,0,0,0,0,320.088159,5.521563421,514.9598407,0,1342.92722,3815.26,2251.08,9367.42,13.97,8.27,1140.41,1442.89,738.06,110.15,483.69,146.85,369.56,1.66,562.93,412.08,333.28,8.99,21206.55,74.62,11.6,5,0.27,3.9,362.7,104.7,41.15,40.37
Parepare,2014,119.1180051,5.493991911,29.91683328,27.02132609,56.7606589,144.6747904,0,225.4257858,6.376453674,614.7878451,214.79,9.14,77.73,3.89,10.77,536.79,586.04,205,206.94,254.44,266.49,334.32,9.61,391.52,243.05,160.42,104.95,3615.9,75.66,5.88,6.33,0.5,7.1,136.9,32.39,52.02,8.1
Parepare,2015,170.1663351,12.14192512,40.31214395,61.11909355,63.75776425,207.1792204,0,219.2333231,10.27719736,784.1870028,235.79,9.99,82.51,3.74,11.15,554.13,613.68,215.75,226.49,269.95,296.18,364.15,10.17,409.27,253.63,175.35,111.79,3843.72,76.31,6.08,6.3,0.42,8.48,138.6,36.5,51.56,8.41
Parepare,2016,56.83275334,304.5214168,8.469853177,25.91035506,1.036342075,183.0545564,250.0341938,12.64969115,142.4126848,984.9218466,259.58,10.81,88.02,4.05,11.54,576.31,661.01,226.61,248.26,289.85,351.94,389.29,10.78,407.02,265.22,190.35,117.16,4107.81,76.48,5.73,6.87,0.39,8.48,140.23,39.35,51.11,8.02
Parepare,2017,185.4683804,16.30083348,42.32034673,187.8870482,0.190234,318.9766607,0,202.3765545,16.33876594,969.8588239,282.48,11.09,93.63,4.3,12.54,601.83,711.36,245.42,272.34,309.38,372.42,428.44,11.49,420.81,279.26,208.63,128.91,4394.32,76.68,5.7,6.98,0.38,6.47,141.67,42.88,50.65,8.07
Parepare,2018,195.4233035,19.37666821,33.02419053,74.53499426,15.02207074,230.3626303,0,207.2743575,15.21212877,790.2303439,306.04,11.35,95.73,4.65,13.55,640.81,777.25,266.2,303.39,340.33,383,449.62,12.43,358.22,304.13,229,143.7,4639.4,77.19,5.59,5.58,0.38,6.81,143.07,45.94,54.61,8.01
Parepare,2019,210.7764491,18.32267962,38.94197197,75.44062977,20.53997657,325.2118017,0,218.2677533,15.81501825,923.3162803,323.07,11.3,103.61,4.9,13.96,689.15,830.8,290.11,323.43,361.14,390.77,465.56,13.2,409.96,321.8,239.92,155.11,4947.79,77.62,5.26,6.65,0.35,6.17,144.45,50.06,61.59,7.62
Parepare,2020,192.2869026,17.90558166,33.6180768,21.29044244,68.39025377,280.1987352,0,212.7913877,16.50114309,842.9825232,327.94,11.19,101.54,5.03,14.46,685.45,796.22,247.19,320.13,390.83,407.24,483.91,12.06,407.91,337.31,265.05,130.58,4944.03,77.86,5.44,-0.08,0.37,7.14,151.45,48.5,54.09,7.96
Parepare,2021,194.6666396,18.23854699,40.61462234,119.2082313,23.01809666,267.9383196,0,200.4872529,17.20313615,881.3748455,326.23,11.23,109.15,5.23,14.57,697.51,856.06,264.72,337.47,410.77,429.48,492.11,12.5,434.06,350.07,281.5,129.45,5162.1,78.21,5.4,4.41,0.38,6.72,153.38,51.03,55.69,7.93
Parepare,2022,193.9019476,16.70211728,154.0841206,21.94030525,21.3066984,278.6352381,2.050029173,202.0902609,13.71581902,904.4265363,326.32,11.24,118.24,5.45,14.56,728.3,941.08,309.55,362.35,415.83,425.72,499.26,13.32,452.03,378.08,303.15,163.96,5468.43,78.54,5.41,5.93,0.38,5.6,155.91,55.78,56.03,8.01
Parepare,2024,420.6230466,0,0,0,0,139.8721142,0.41136551,199.5385051,0,1167.873448,355.9,10.74,124.65,6.08,15.06,804.64,1045.27,353.57,403,463.98,403.34,541.44,14.19,464.93,433.67,340.83,188.49,5969.77,79.64,5.27,5.09,0.38,5.23,160.92,61.97,55.84,7.94
Parepare,2025,430.5583592,0,0,0,0,140.9895026,1.35251465,201.6073757,0,1175.985156,380.75,0.89,132.01,5.99,15.41,808.63,1085.83,366.61,420.11,493.61,425.99,577.88,14.49,463.73,451.49,366.5,204.69,6214.61,81.5,4.44,4.1,0.34,4.98,163.4,65.02,51.6,6.73
Pinrang,2014,168.3722311,11.25147461,93.95371275,17.9085629,119.1280555,149.4137909,0.88502575,379.869808,7.082390789,947.8650523,4180.64,178.15,559.44,10.94,0.53,856.3,1234.56,252.5,78.45,249.34,182.31,289.64,10.92,398.83,275.35,116.86,65.73,8940.48,68.92,8.2,8.11,0.34,2.8,364.09,31.22,36.6,29.9
Pinrang,2015,246.5926936,14.64288167,111.5470175,17.96630735,156.6320227,171.2728861,2.45804224,423.8409177,10.57718401,1155.529953,4556.39,197.48,598.25,11.32,0.53,911.36,1347.05,272.63,84.34,269.68,196.81,312.41,11.53,421.65,289.38,126.08,70.42,9677.33,69.24,8.34,8.24,0.41,4.85,366.58,35.83,36.52,30.51
Pinrang,2016,109.6766472,206.9949301,17.60841603,23.61295649,0.83589835,248.5849649,408.4494544,9.236770763,231.5261023,1256.52614,4892.69,223.06,647.62,11.91,0.54,967.71,1477.64,289.78,90.96,295.68,226.28,337.15,12.42,396.72,313.73,135.92,77.28,10397.11,69.42,8.48,7.44,0.38,4.85,369.49,39.78,36.44,31.28
Pinrang,2017,251.8993176,15.58647256,114.2308668,15.04512804,192.3230907,219.0429075,6.044986567,399.7016355,10.22492937,1224.099335,5267.11,248.09,701.12,12.62,0.57,1031.81,1622.76,311.62,98.77,324.62,231.33,359.34,13.29,416.09,341.72,147.08,84.67,11212.62,69.9,8.46,7.84,0.31,4.41,372.03,43.95,36.36,31.43
Pinrang,2018,374.5716266,15.38641023,114.7657758,13.84279824,196.9380203,219.1320168,6.275936544,399.4841601,10.7432987,1351.140043,5514.35,271.62,720.78,13.75,0.62,1104.63,1820.61,340.95,111.37,361.65,244.13,379.13,14.6,456.74,375.25,161.51,95.75,11987.44,70.62,8.81,6.91,0.36,3.04,374.46,48.29,36.15,32.94
Pinrang,2019,367.1004619,16.66045681,121.0323101,13.15306784,117.1069715,243.6718282,7.076345687,396.8247078,10.97452169,1293.600672,5700.35,296.88,794.07,15.32,0.63,1232.74,1989.82,375.41,122.2,401.28,249.46,400.74,15.63,490.08,406.61,177.19,101.66,12770.08,71.12,8.46,6.53,0.34,2.91,376.78,52.1,36.96,31.85
Pinrang,2020,343.4950031,15.7079955,102.5406991,11.08072026,168.4689977,269.3735289,4.734217274,399.2958667,10.38555814,1325.082587,5716.12,303.56,785.74,16,0.67,1243.77,1968.92,331.95,109.44,455.1,250.3,419.11,14.38,497.66,429.79,193.54,90.4,12826.45,71.26,8.86,0.44,0.38,4.19,403.99,49.84,33.93,33.56
Pinrang,2021,280.8828687,18.07762757,172.9155,152.0773319,0,270.1412503,0.5812154,384.1252589,15.01909325,1293.820146,6009.18,321.63,829.31,17.07,0.7,1241.39,2099.01,362.37,118.31,486.32,262.24,428.87,15.15,532.49,444.02,206.65,97.77,13472.49,71.45,8.81,5.04,0.37,4.06,408.55,53.26,34.47,33.51
Pinrang,2023,946.0090583,3.628049,108.9866161,7.80349267,2.8123183,127.5195538,0.41267179,141.47541,0.718567,1339.365737,5956.37,382.05,936.55,19.18,0.9,1386.98,2408.83,464.9,157.83,549.97,251.31,477.89,19.29,528.99,486.51,242.5,118.92,14388.99,72.84,8.9,2.18,0.34,3.64,419.34,59.97,34.72,34.23
Pinrang,2024,518.3403543,0,0,0,0,373.6200336,0.503058654,484.0559263,0,1261.558974,6292.39,398.69,992.88,20.65,0.83,1462.33,2550.61,489.14,167.72,593.56,255.64,503.74,20.29,558.25,518.15,256.71,128.62,15210.21,73.55,8.55,5.71,0.3,3.12,424.65,62.77,38.68,33.04
Pinrang,2025,753.3716641,0,0,0,0,338.1225016,0,443.8172142,0,1242.10733,6631.1,416.08,1067.31,20.36,0.84,1519.32,2699.96,522.33,180.69,626.43,273.51,537.85,21.65,571.42,539.79,273.53,141.4,16043.55,75.87,8.38,5.48,0.32,3.65,429.9,66.89,33.78,32.52
Selayar,2014,188.3515545,15.55734002,86.21614649,19.12989733,103.2003614,65.02143136,8.018205457,154.3235882,14.74745871,654.5659835,1084.85,19.89,80.53,3.56,3.54,430.62,221.14,58.02,5.69,76.78,28.69,43.06,0.43,236.99,151.89,45.99,11.67,2503.35,63.66,13.13,9.01,0.34,2.1,128.74,27.14,,17
Selayar,2015,262.5162294,17.49840205,79.03498439,16.92164703,93.89404659,99.66976225,9.039325591,156.1039699,16.28658987,750.9649571,1188.49,22.16,84.96,3.87,3.57,473.44,237.82,62.6,5.98,84.88,31.68,46.44,0.45,255.03,161.67,48.94,12.43,2724.4,64.32,12.94,8.83,0.35,0.9,130.08,31.86,,16.9
Selayar,2016,97.91868283,122.299123,20.35683524,12.69242483,8.429083993,305.6200271,157.1015432,17.87633422,137.6895894,879.9836438,1296.94,24.42,90.95,4.32,3.78,521.08,261.44,68.41,6.53,92.46,36.49,49.92,0.49,227.79,173.13,52.89,13.69,2924.72,64.95,13.11,7.35,0.34,0.9,131.27,35.46,,17.21
Selayar,2018,340.9469077,35.78147065,90.15636122,20.3221997,162.0247905,176.0132879,12.8461342,162.3705786,23.26932191,1023.731052,1501.93,27.94,99.65,4.9,4.44,624.29,297.72,83.22,8.54,110.41,40.39,56.27,0.58,278.14,202.32,64.8,17.14,3422.67,66.04,13.13,8.75,0.34,1.88,133.31,43.62,41.78,17.59
Selayar,2019,349.9018468,20.41810121,93.83717862,14.08396924,107.5382316,167.0076229,11.83298081,225.4129339,19.78683787,1009.819703,1616.63,29.13,118.68,5.1,4.85,648.26,324.34,95.13,10.07,125.29,42.87,58.43,0.64,295.64,218.13,71.61,20.88,3685.67,66.91,12.83,7.68,0.3,1.1,134.29,47.99,43.11,17.36
Selayar,2020,341.7236367,17.95996264,65.39269767,12.34093115,91.3195734,206.8571329,7.224921719,250.4447918,16.77172368,1010.035372,1501.47,29.55,118.44,5.48,5.51,661.28,322.96,77.05,8.88,139.5,44.68,64.47,0.57,306.42,233.89,80.21,19.84,3620.2,67.38,12.48,-1.78,0.36,2.44,137.07,46.73,37.94,17.04
Selayar,2021,313.1427652,21.38834974,123.9415595,18.27535533,8.999062599,251.2758507,6.821411361,259.8243658,19.90180963,1023.57053,1550.58,31.6,124.49,5.71,5.51,688.54,340.01,84.74,9.24,141.47,44.97,65.27,0.57,319.14,244.96,87.76,20.99,3765.56,67.76,12.45,4.02,0.35,2.81,138.16,49.47,42.07,16.93
Selayar,2022,297.0696097,26.55295117,156.0938946,21.2466421,22.3854093,222.8341191,7.531430308,232.6106827,12.39004917,998.7147881,1591.13,34.02,133.48,5.76,5.74,719.95,366.73,94.63,10.49,143.78,45.17,65.74,0.58,312.04,257.68,95.22,21.64,3903.8,68.35,12.24,3.67,0.35,1.49,139.66,53.56,39.37,16.74
Selayar,2023,306.258742,15.20702097,133.7478932,13.89438953,15.72642191,213.6094615,6.350501887,273.1322866,11.7467007,989.6734184,1643.05,35.22,138.53,6.21,5.75,744.81,384.71,99.21,11.03,153.05,46.46,68.95,0.6,318.64,268.07,100.31,22.77,4047.38,69.2,12.27,3.68,0.35,1.98,141.18,56.57,38.56,16.89
Selayar,2024,328.1484543,0,0,0,0,212.4998295,5.588718005,320.6510289,0,972.7699328,1665.77,35.2,146.21,6.44,5.79,760.5,406.5,101.61,11.71,160.46,47.59,71.53,0.64,344.33,282.98,109.64,25.44,4182.33,70.03,10.79,3.33,0.33,2.05,142.7,58.45,46.8,14.94
Selayar,2025,324.7064427,0,0,0,0,193.6666349,5.353263268,327.3049893,0,955.8213771,1720.33,35.47,156.77,6.45,5.93,779.41,430.74,107.79,12.52,165.64,50.16,74.85,0.67,365.39,293.79,115.4,27.59,4348.91,72.78,10.61,3.98,0.32,2.48,144.2,62.11,41.01,14.77
Sidrap,2014,148.6339715,6.298182925,41.33469143,20.02465806,149.9338344,108.9325246,0.1132843,323.634286,13.76260494,812.6680381,2740.82,355.42,1145.91,6.9,1.8,1133.05,783.88,143.17,47.41,204.59,237.2,333.8,8.06,422.18,298.98,109.94,74.37,8047.48,68.14,5.82,7.87,0.35,6.2,286.61,28.08,32.723,16.7
Sidrap,2015,224.392992,8.603283699,58.43945107,11.95820214,196.3967516,160.3711553,0.442896533,367.7025628,16.19091069,1044.498206,3102.91,441.34,1342.68,6.5,1.87,1322.84,887.81,187.93,54.97,227.61,275.68,387.15,9.35,512.12,333.39,129.25,85.9,9309.29,69,5.55,8.03,0.36,6.97,289.48,32.12,33.262,16.03
Sidrap,2016,57.04064809,214.4346553,5.712289084,13.35853468,0.335579187,224.6628244,356.2390157,28.87353054,300.2426188,1200.899696,3741.2,521.82,1545.49,7.4,2.04,1545.08,993.8,206.58,62.09,247.22,327.49,435.21,11.05,489.61,383.64,150.62,100.12,10770.43,69.39,5.45,8.77,0.38,6.97,292.13,36.66,33.801,15.92
Sidrap,2017,238.329541,11.24890665,59.74618576,385.7438092,5.4888162,227.2122589,0,357.7088893,13.26971051,1298.748117,4110.1,553.05,1698.89,9.09,2.35,1775.37,1109.26,220.6,70.24,269.79,357.93,478.2,12.26,539.89,429.19,166.18,112.49,11914.88,69.84,5.32,7.09,0.33,3.17,294.44,40.24,34.34,15.72
Sidrap,2018,271.786644,9.990105763,41.58145125,11.07061939,269.1043364,221.3998263,0,345.1137736,15.86097224,1185.907729,4187.38,618.68,1764.38,10,2.59,2070.56,1272.85,253.42,84.39,308.12,388.1,522.49,14.12,633.72,484.76,190.88,130.95,12937.37,70.6,5.16,5.02,0.34,4.7,296.68,43.25,33.23,15.41
Sidrap,2020,330.8265229,16.12193013,61.36411687,15.90827694,148.8113891,231.3715168,2.007223243,369.5069649,8.194602627,1184.112544,2504.91,348.68,1104.24,11.35,2,1307.73,928.29,169.01,57.38,326.14,264.89,351.53,9.39,436.7,348.45,143.53,86.85,8401.06,71.21,5.05,-0.59,0.35,5.91,319.99,44.12,36.96,15.36
Sidrap,2021,298.6749443,15.31121505,170.7409258,28.12773104,18.81500754,269.4414324,0,379.6942213,18.40229563,1199.207773,2639.79,382.99,1182.95,12.58,2.07,1390.23,991.09,179.5,63.88,346.56,282.94,362.38,9.79,415.77,358.81,152,92.73,8866.07,71.54,5.04,5.54,0.36,4.93,322.16,47.34,35.17,15.25
Sidrap,2022,299.4128973,10.92734649,170.9960081,20.96025593,38.94404978,261.4728812,3.209972455,358.1196847,3.826365622,1167.869462,2758.51,434.95,1434.8,14.79,2.29,1401.25,1128,210.8,78.11,384.15,270.55,411.9,11.21,411.7,381.64,159.87,107.19,9601.72,72.06,5.11,4.86,0.35,3.56,325.06,51.37,35.79,15.56
Sidrap,2023,302.671689,10.64236063,162.9270912,16.22141089,25.72708851,263.6797446,3.245472266,362.564365,3.403106899,1151.082329,2758.51,434.95,1434.8,14.79,2.29,1401.25,1128,210.8,78.11,384.15,270.55,411.9,11.21,411.7,381.64,159.87,107.19,9601.72,72.71,5.14,3.28,0.35,3.29,327.92,55.51,36.82,15.75
Sidrap,2024,335.2082366,0,0,0,0,318.3817317,0.690525036,408.5951706,0,1022.200264,2737.08,461.39,1502.32,15.48,2.47,1475.7,1199.8,225.28,82.09,413.58,275.84,436.51,12.58,448.6,404.97,175.1,121.49,9990.29,73.21,5.02,4.05,0.32,3.02,330.74,59.31,40.75,15.48
Sidrap,2025,337.2066089,0,0,0,0,315.5008878,2.313261169,400.0302425,0,998.1375419,3030.07,473.08,1676.23,15.54,2.47,1522.63,1271.38,240.93,92.29,437.62,289.16,470.59,13.3,477.21,428.86,183.17,135.66,10760.17,75.49,4.91,7.71,0.33,3.36,333.5,65.15,35.37,15.2
Sinjai,2014,173.7902889,7.142364054,50.16767129,12.49168792,95.20638548,135.9178595,1.976293197,277.4597172,7.519172435,761.6714399,2222.51,100.66,132.07,6.47,4.64,603.84,641.73,81.11,19.97,182.08,142.08,124.68,3.55,308.78,346.41,80.01,34.71,5035.3,63.83,9.56,6.98,0.38,0.9,236.5,27.42,22.78,22.6
Sinjai,2015,224.6237972,8.858926609,63.04325707,15.01215907,119.1348006,156.0421591,2.671620545,327.8012533,9.50011296,926.6880864,2393.76,111.49,140.62,6.36,4.67,646.21,691.45,85.2,21.11,196.77,153.59,132.45,3.7,331.39,373.1,86.44,37.06,5415.38,64.48,9.26,7.55,0.4,1.55,237.97,31.57,23.55,21.99
Sinjai,2016,89.06695596,199.1607057,9.565677729,7.003421933,0,280.1693572,351.3781527,9.209611867,175.0225494,1120.576433,2552.64,123.35,149.99,7.03,4.97,690.61,756.91,86.91,22.47,214.6,177.58,140.01,3.95,337.55,398.68,92.17,39.86,5799.31,65.36,9.41,7.09,0.43,1.55,239.51,34.61,24.31,22.51
Sinjai,2017,315.2827396,12.18099213,61.75089059,184.660326,7.251520291,201.6098904,4.703904415,316.9156427,13.70073286,1118.056639,2724.07,138.9,161.38,7.44,5.33,736.32,829,93.08,24.49,232.21,180.77,149.7,4.3,353.93,434.29,99.9,43.56,6218.64,65.8,9.24,7.23,0.38,4.53,240.86,37.89,25.08,22.25
Sinjai,2019,333.0638897,13.23904916,61.04782717,10.81623959,82.28938941,267.2360837,7.924942465,332.3115075,16.27866596,1124.207595,3004.24,158.61,184.2,8.25,6.09,812.04,1050.26,112.78,31.32,286.2,192.8,165.3,5.18,392.86,506.53,119.86,53.76,7090.28,67.05,9.14,6.12,0.35,2.17,243.32,45.05,27.76,22.27
Sinjai,2020,290.2882168,16.47799463,36.37705958,8.633877669,214.2837509,282.779961,6.349618566,329.0413203,13.51359926,1197.745399,2965.28,173.94,177.37,8.72,6.54,905.91,1022.71,102.97,27.89,325.47,202.76,169.58,4.72,399.26,527.18,132.35,47.59,7200.23,67.6,9,1.55,0.37,2.65,259.48,43.74,27.4,22.06
Sinjai,2021,268.4282973,15.16299897,76.87505492,0.08296696,130.7639273,330.4463003,3.128303466,362.4862026,21.02204418,1208.396096,3163.88,178.13,185.96,9.11,7.14,899.3,1075.42,110.32,29.3,375.76,227.54,173.77,4.93,400.93,535.4,149.65,50.31,7576.83,67.75,8.84,5.23,0.38,2.61,261.69,46.99,28.33,21.69
Sinjai,2022,265.2536843,27.06994542,154.5960669,16.94458507,18.668815,250.7466552,3.766929783,347.8516678,6.182371025,1091.08072,3351.96,166.96,202.83,9.3,7.04,890.2,1160.14,121.09,34.15,439.43,225.59,181.13,5.55,389.7,543,162.5,55.04,7945.62,68.33,8.8,4.87,0.36,1.8,264.62,51.13,29.02,21.67
Sinjai,2023,240.834326,17.98077827,203.4582459,9.891150679,14.14815606,252.4310238,3.792588757,385.6799579,6.457173299,1134.673401,3526.96,180.58,209.22,9.72,7.79,949.39,1239.75,136,37.16,473.75,210.11,193.36,6.35,404.58,574.97,178,61.75,8399.43,68.92,8.55,5.71,0.35,1.69,267.54,55.29,29.39,21.14
Sinjai,2024,288.457089,0,0,0,0,258.6596347,2.631107966,380.1978475,0,883.7858739,3720.3,177.67,222.6,9.99,7.97,1008.58,1322.77,148.15,41.4,527.64,203.65,202.34,7.03,402.05,590.69,191.73,67.14,8796.56,69.52,7.82,5.17,0.29,1.52,270.43,59.07,33.93,19.4
Sinjai,2025,274.6601033,1.408889654,0,4.90409186,0,219.6519964,2.963250612,391.7947251,0,846.9245262,3907.61,178.9,234.23,10.29,8.3,1067.77,1404.93,160.99,45.33,576.63,194.94,212.14,7.74,403.88,610.48,205.91,72.86,9207.86,72.76,7.41,6.05,0.33,2.1,273.3,64.46,28.1,18.44
Soppeng,2014,186.7158114,6.906601309,40.07603112,2.791898984,94.73228589,114.6401906,5.995269957,373.0622771,16.81877774,841.7391442,1429.53,151.3,496.64,6.2,3.06,610.3,670.91,138.29,76.1,164.74,143.88,252.75,10.69,333.13,274.03,87.1,33.54,4882.19,64.74,8.76,6.89,0.49,2.4,225.71,27.35,26.41,19.8
Soppeng,2015,238.2046259,13.24093287,54.5866313,7.077760995,151.3648282,157.2373658,6.98306361,347.8114233,20.95281723,997.4594492,1450.64,158.53,529.14,6.69,3.08,644.8,718.74,150.81,80.32,181.93,152,272.69,11.32,350.01,289.84,95.08,36.1,5131.72,65.33,8.36,5.11,0.44,2.96,226.06,30.27,27.17,18.88
Soppeng,2016,2.912510175,57.09967555,0.64294025,6.91538588,0.466236,12.08581548,19.9521136,2.971360558,64.58599181,167.6320293,1613.11,175.71,564.5,7.24,3.16,672.42,789.09,160.05,86.68,201.08,169.58,280.59,12.29,351.95,317.76,103.5,38.99,5547.69,65.95,8.45,8.11,0.4,2.96,226.87,34.89,27.94,19.12
Soppeng,2017,287.8871999,16.45933088,48.30549527,232.5081323,1.994632064,207.1830059,0,341.1739655,11.6185229,1147.130285,1757.02,189.23,621.78,7.62,3.39,728.66,860.58,172.64,95.68,225.2,174.71,290.11,13.25,369.22,342.2,113.58,42.58,6007.46,66.67,8.29,8.29,0.36,2.71,227.54,39.19,28.7,18.76
Soppeng,2018,257.6649615,20.85640063,57.01029537,11.28296366,219.4137889,221.8753628,7.200618871,345.0896378,12.00439557,1152.398425,1896.93,207.35,657.2,8.07,3.71,793.82,943.56,190.02,107.25,245.82,185.2,306.76,14.57,385.07,376.71,124.17,48.18,6494.39,67.6,7.5,8.11,0.36,2.66,228.15,44.12,28.25,17
Soppeng,2019,288.5070544,20.6729328,57.89894491,11.67571031,181.0959152,241.3196378,3.791557464,371.8677232,13.14328576,1189.972762,1946.89,228.34,710.99,8.63,3.92,876.61,1047.94,209.47,120.54,273.09,196.58,324.7,16.05,423.6,415.97,136.05,54.18,6993.53,68.26,7.25,7.69,0.39,3.24,228.69,47.83,33.47,16.45
Soppeng,2021,271.7094166,22.59108871,59.5692151,9.331332951,73.65447724,268.9096271,5.508071711,382.9961794,20.76735742,1115.036766,2017.7,246.97,753.02,9.76,4.38,1007.67,1092.25,216.8,131.96,341.95,222.31,351.63,16.75,440.35,511.91,166.01,54.57,7585.98,68.99,7.53,6.15,0.41,3.92,235.96,52.67,31.13,17.27
Soppeng,2022,866.2927946,8.5252564,272.7929023,8.612230453,6.516057602,91.8370058,0.510492386,98.09228333,2.64536317,1355.824386,2098.08,258.01,817.72,10.25,4.73,1109.34,1152.25,239.17,144.91,358.15,227.06,364.92,18.48,448.15,567.4,177.27,58.5,8054.42,69.7,7.49,6.18,0.39,3.4,237.12,57.95,33.91,17.21
Soppeng,2023,295.1994639,15.60512829,232.5876064,12.47167058,17.0301017,269.675318,0.42605585,384.9868754,9.346487869,1237.328708,2034.78,256.8,909.24,10.9,4.74,1179.79,1263.13,271.34,158.32,370.33,226.01,369.41,18.93,435.78,577.45,177.23,58.36,8322.53,70.58,7.48,3.33,0.39,4.34,238.24,62.58,35.85,17.21
Soppeng,2024,317.9125125,0,0,0,0,277.7063317,4.242450384,398.8672102,0,1007.927322,2125.25,268.96,955.72,11.23,4.62,1167.99,1343.13,284.48,158.46,392.75,236.75,388.9,19.93,439.21,619.5,182.29,61.5,8660.66,71.39,6.9,4.06,0.38,3.33,239.36,67.26,35.82,15.9
Soppeng,2025,329.6575361,0,0,0,0,278.0891772,1.701442454,399.8625582,0,1069.073293,2263.44,266.44,1017.78,11.68,4.5,1127.31,1410.2,306.2,171.86,419.16,255.16,412.73,19.93,449.49,677.06,197.33,63.32,9073.58,73.69,6.65,4.77,0.33,4.01,240.4,72.36,31.6,15.34
Takalar,2014,223.7497661,8.44609783,50.23526917,13.75526377,101.2980922,156.8039483,4.351892476,249.0301912,9.913822518,817.5843435,2130.33,71.53,279.91,8.21,2.74,322.28,618.79,139.16,15.38,178.38,59.28,275.95,0.33,307.88,68.32,58.52,11.63,4548.62,63.53,9.62,9.76,0.34,2.7,283.76,20.73,36.01,27.4
Takalar,2015,234.3310192,9.652287026,74.07453528,10.7691492,118.0297111,159.4377221,2.49747122,344.369112,11.13832374,964.2993308,2336.14,77.15,295.39,7.98,2.75,342.97,662.53,148.08,16.1,194.83,63.86,297.37,0.33,340.48,71.76,61.56,12.26,4931.54,64.07,9.48,8.42,0.38,4.04,286.6,23.78,36.38,27.12
Takalar,2016,70.79641901,237.6084355,11.84565528,18.01754054,1.560714,223.4487219,368.9161171,23.97503817,289.1767092,1245.345351,2589.74,84.19,312.94,8.82,2.82,373.53,725.74,159.25,17.43,214.53,71.92,321.93,0.34,370.48,74.82,63.86,12.99,5405.32,64.96,9.35,9.61,0.4,4.04,289,26.73,36.76,27.05
